db_id,institution_code,collection_code,specimen_id,authority,taxonomy_notes,morphospecies,species,subgenus,genus,subtribe,tribe,subfamily,family,superfamily,infraorder,suborder,order,class,ncbi_may_edit,ncbi_search_success,ncbi_species,ncbi_id_rank,ncbi_taxid,variant_status,chimera_notes,traptype,dev_stage,site,locality,subregion,country,latitude,longitude,size,feeding_behaviour,habitat,habitat_stratum,authors,library,datasubmitter,projectname,genbank_accession,notes,contigname
BIOD01814,BMNH,,1731951,,,MS1112,,,,,Agathidiini,Leiodinae,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,174917,,,WINKLER,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_E08,Darren Yeo,,,,
BIOD01815,BMNH,,1275270,,,P8FITStaph68,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT,Adult,P8,Noragues,,French Guiana,,,,,,,,BIBC_783_A03,Darren Yeo,,,,
BIOD01816,BMNH,,1721555,,,SF_Curc299,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_766_F10,Darren Yeo,,,,
BIOD01817,BMNH,,1687084,,,CH_Sil9|CH_UNK19,,,,,,,Silvanidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196982,,,PITFALL,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_760_A03,Darren Yeo,,,,
BIOD01818,BMNH,,1733304,,,MS2467,,,,,,Tachyporinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82876,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP26_F05,Darren Yeo,,,,
BIOD01819,BMNH,,1427159,,,CH_Lei1,,,,,,,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,66535,,,FIT2,Adult,P7,Cerro Hoya,,Panama,,,,,,,,BIBC_757_E09,Darren Yeo,,,,
BIOD01820,BMNH,,1275695,,,,,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110043,,,FIT1,Adult,P6,Noragues,,French Guiana,,,,,,,,BIBC_786_E08,Darren Yeo,,,,
BIOD01821,BMNH,,1274079,,,P3FIT1Nit?5,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT1,Adult,P3,Noragues,,French Guiana,,,,,,,,BIBC_775_E04,Darren Yeo,,,,
BIOD01822,BMNH,,1425927,,,FG_251,,,,,,Scaphidiinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82879,,,LL,Adult,P6,Noragues,,French Guiana,,,,,,,,BIBC_734_C08,Darren Yeo,,,,
BIOD01823,BMNH,,1723220,,,MS291,,,Cacodemon,,,,Endomychidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,196997,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_A03,Darren Yeo,,,,
BIOD01824,BMNH,,1687205,,,CH_Staph115,,,,,,Scydmaeninae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,1213603,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_761_C04,Darren Yeo,,,,
BIOD01825,BMNH,,1427233,,,CH_Curc52,,,,,,Molytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,54544,,,FIT1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_758_C11,Darren Yeo,,,,
BIOD01826,BMNH,,1426416,,,SF_Elat5,,,,,,,Eucnemidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,195229,,,FIT2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_749_G11,Darren Yeo,,,,
BIOD01827,BMNH,,1687109,,,CH_Mord9,,,,,,,Mordellidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219430,,,SLAM1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_760_C04,Darren Yeo,,,,
BIOD01828,BMNH,,1733175,,,MS2338,,,,,,Oxytelinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82877,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP25_C08,Darren Yeo,,,,
BIOD01829,BMNH,,1426595,,,SF_Chrys38,,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_751_F09,Darren Yeo,,,,
BIOD01830,BMNH,,1426859,,,SF_Curc186,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_D09,Darren Yeo,,,,
BIOD01831,BMNH,,1275727,,,P8FITCurc2,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,FIT,Adult,P8,Noragues,,French Guiana,,,,,,,,BIBC_787_G05,Darren Yeo,,,,
BIOD01832,BMNH,,1687135,,,SF_Cler7,,,,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186087,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_760_E06,Darren Yeo,,,,
BIOD01833,BMNH,,1732088,,,MS1249,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP14_A01,Darren Yeo,,,,
BIOD01834,BMNH,,1426333,,,SF_Curc36,Cactophagus personatus,,,,,Dryophthorinae,Dryophthoridae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,subfamily,39812,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_748_G04,Darren Yeo,,,,
BIOD01835,,,,,,,,,,,,,,,,,Coleoptera,Insecta,,TRUE,,order,7041,,,,,,,,,,,,,,,,,Darren Yeo,,,,
BIOD01836,BMNH,,1731934,,,MS1095,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,WINKLER,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP12_D03,Darren Yeo,,,,
BIOD01837,BMNH,,1723710,,,MS781,,,,,,,Silvanidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196982,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP09_B01,Darren Yeo,,,,
BIOD01838,BMNH,,1732913,,,MS2075,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP22_E10,Darren Yeo,,,,
BIOD01839,BMNH,,1275083,,,P8FITStaph123,,,,,,,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,29026,,,FIT,Adult,P8,Noragues,,French Guiana,,,,,,,,BIBC_784_B12,Darren Yeo,,,,
BIOD01840,BMNH,,1723818,,,MS889,,,,,,,Erotylidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196992,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP10_C01,Darren Yeo,,,,
BIOD01841,BMNH,,1723114,,,MS185,Callispa puella,,,,,Cassidinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107219,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_H05,Darren Yeo,,,,
BIOD01842,BMNH,,1426122,,,SF_Staph17,,,,,,Staphylininae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82886,,,FIT1,Adult,P7,Santa Fe,,Panama,,,,,,,,BIBC_746_G05,Darren Yeo,,,,
BIOD01843,BMNH,,1732390,,,MS1551,,,,,,,Endomychidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,196997,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP17_B03,Darren Yeo,,,,
BIOD01844,BMNH,,1426298,,,SF_Cocc2,,,,,,,Coccinellidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,7080,,,FIT2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_748_F02,Darren Yeo,,,,
BIOD01845,BMNH,,1721446,,,SF_Nit56,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_765_E09,Darren Yeo,,,,
BIOD01846,BMNH,,1732608,,,MS1769,,,,,,,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,66535,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP19_D05,Darren Yeo,,,,
BIOD01847,BMNH,,1721595,,,SF_Ceram31,,,,,,,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,34667,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_767_B02,Darren Yeo,,,,
BIOD01848,BMNH,,1426084,,,SF_Staph57,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_746_D03,Darren Yeo,,,,
BIOD01849,BMNH,,1732237,,,MS1398,,,Epurea,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,PITFALL,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP15_E06,Darren Yeo,,,,
BIOD01850,,,,,,MS1602,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP17_F06,Darren Yeo,,,,
BIOD01851,BMNH,,1723415,,,MS486,,,,,,,Aderidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219441,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_A06,Darren Yeo,,,,
BIOD01852,BMNH,,1733133,,,MS2296,,,,,,Scolytinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,55867,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP24_H02,Darren Yeo,,,,
BIOD01853,BMNH,,1721643,,,CH_Curc193,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,SLAM2,Adult,P7,Cerro Hoya,,Panama,,,,,,,,BIBC_767_F02,Darren Yeo,,,,
BIOD01854,BMNH,,1426323,,,SF_Hydro4,,,,,,,Hydrophilidae,Hydrophiloidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,41102,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_748_H04,Darren Yeo,,,,
BIOD01855,BMNH,,1425903,,,FG_227,,,,,,,Hydrophilidae,Hydrophiloidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,41102,,,LL,Adult,P1,Noragues,,French Guiana,,,,,,,,BIBC_734_C05,Darren Yeo,,,,
BIOD01856,BMNH,,1723658,,,MS729,,,,,,,Erotylidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196992,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP08_E09,Darren Yeo,,,,
BIOD01857,BMNH,,1426560,,,SF_Curc134,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,MALAISE2,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_751_C10,Darren Yeo,,,,
BIOD01858,BMNH,,1733467,,,MS2630,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_C12,Darren Yeo,,,,
BIOD01859,,,,,,MS1602,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP17_F06,Darren Yeo,,,,
BIOD01860,BMNH,,1733456,,,MS2619,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_C01,Darren Yeo,,,,
BIOD01861,BMNH,,1723467,,,MS538,,,,,,,Aderidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219441,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP06_E10,Darren Yeo,,,,
BIOD01862,BMNH,,1687193,,,CH_Sci2|CH_UNK42,,,,,,,Scirtidae,Scirtoidea,,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,110010,,,MALAISE1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_761_B04,Darren Yeo,,,,
BIOD01863,BMNH,,1732566,,,MS1729,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP19_A01,Darren Yeo,,,,
BIOD01864,BMNH,,1426174,,,SF_Nit3,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_747_C06,Darren Yeo,,,,
BIOD01865,BMNH,,1733259,,,MS2422,,,,,,,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,66535,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP26_B08,Darren Yeo,,,,
BIOD01866,BMNH,,1723165,,,MS236,,,,,,,Mordellidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219430,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_D08,Darren Yeo,,,,
BIOD01867,BMNH,,1723514,,,MS585,,,,,,Epilachninae,Coccinellidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,subfamily,263665,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_A09,Darren Yeo,,,,
BIOD01868,BMNH,,1687107,,,CH_Ero2,,,,,,,Erotylidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,196992,,,SLAM2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_760_C02,Darren Yeo,,,,
BIOD01869,BMNH,,1722937,,,MS08,,,,,,Lamiinae,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,79514,,,MALAISE,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP01_A08,Darren Yeo,,,,
BIOD01870,BMNH,,1732056,,,MS1217,,,,,,Pselaphinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,66544,,,WINKLER,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP13_F05,Darren Yeo,,,,
BIOD01871,BMNH,,1733015,,,MS2178,,,,,,Staphylininae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82886,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP23_F04,Darren Yeo,,,,
BIOD01872,BMNH,,1426837,,,SF_Curc180,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_754_B11,Darren Yeo,,,,
BIOD01873,BMNH,,1426379,,,SF_Nit38,,,,,,,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,116151,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_749_D10,Darren Yeo,,,,
BIOD01874,BMNH,,1732565,,,MS1727,,,,,,Pselaphinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,66544,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP18_H11,Darren Yeo,,,,
BIOD01875,BMNH,,1426370,,,SF_Curc81,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_749_D01,Darren Yeo,,,,
BIOD01876,BMNH,,1723285,,,MS356,,,,,,Baridinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,122838,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_F08,Darren Yeo,,,,
BIOD01877,BMNH,,1426926,,,SF_Curc206,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,SLAM1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_755_B04,Darren Yeo,,,,
BIOD01878,BMNH,,1732625,,,MS1786,,,,,,Aleocharinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,135860,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP19_E10,Darren Yeo,,,,
BIOD01879,BMNH,,1723043,,,MS114,,,Strongylium,,Stenochini,Stenochiinae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,1272147,,,MALAISE,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP02_B06,Darren Yeo,,,,
BIOD01880,BMNH,,1426209,,,SF_Curc15,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,FIT1,Adult,P7,Santa Fe,,Panama,,,,,,,,BIBC_747_F05,Darren Yeo,,,,
BIOD01881,BMNH,,1723545,,,MS616,,,Xenoda,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,63710,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_D04,Darren Yeo,,,,
BIOD01883,BMNH,,1426369,,,SF_UNK16,,,,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7065,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_749_C12,Darren Yeo,,,,
BIOD01884,BMNH,,1732672,,,MS1833,,,,,,,Endomychidae,Coccinelloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,family,196997,,,FIT2,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP20_A09,Darren Yeo,,,,
BIOD01885,BMNH,,1721208,,,CH_Curc149,,,,,,,Ciidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219428,,,FIT1,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_763_A11,Darren Yeo,,,,
BIOD01886,BMNH,,1426328,,,SF_Curc41,Metamasius dasyurus,,,,,Dryophthorinae,Dryophthoridae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,,subfamily,39812,unconsidered species duplicate,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_748_H09,Darren Yeo,,,,
BIOD01887,BMNH,,1426106,,,SF_Byr1,,,,,,,Anobiidae,Bostrichoidea,Bostrichiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,186076,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_746_F01,Darren Yeo,,,,
BIOD01888,BMNH,,1723900,,,MS971,,,Neohydrocoptus,,,,Noteridae,Dytiscoidea,,Adephaga,Coleoptera,Insecta,TRUE,TRUE,,family,63901,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP11_A11,Darren Yeo,,,,
BIOD01889,BMNH,,1687130,,,CH_Curc90,,,,,,,Apionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,122732,,,SLAM2,Adult,P1,Cerro Hoya,,Panama,,,,,,,,BIBC_760_E01,Darren Yeo,,,,
BIOD01890,BMNH,,1732030,,,MS1191,,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7042,,,WINKLER,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP13_D03,Darren Yeo,,,,
BIOD01891,BMNH,,1721566,,,SF_UNK136,,,,,Clytini,Cerambycinae,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,79512,,,MALAISE1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_766_G09,Darren Yeo,,,,
BIOD01892,BMNH,,1733443,,,MS2606,,,,,,Conoderinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,167476,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP28_A12,Darren Yeo,,,,
BIOD01893,BMNH,,1733390,,,MS2553,,,Aegus,,,,Lucanidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,41105,,,FIT2,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP27_E07,Darren Yeo,,,,
BIOD01894,BMNH,,1426160,,,SF_Chrys1,,,Brachypnoea,,,Eumolpinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107214,,,FIT2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_747_B04,Darren Yeo,,,,
BIOD01895,BMNH,,1723161,,,MS232,,,Euops,,,,Attelabidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,122737,,,BEATING,Adult,PB,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP03_D04,Darren Yeo,,,,
BIOD01896,BMNH,,1426514,,,SF_Mord11,,,,,,,Mordellidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219430,,,MALAISE2,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_750_G12,Darren Yeo,,,,
BIOD01897,BMNH,,1723904,,,MS975,,,,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,tribe,131578,,,BEATING,Adult,PD,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP11_B03,Darren Yeo,,,,
BIOD01898,BMNH,,1426071,,,SF_Staph53,,,,,,Paederinae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82885,,,FIT1,Adult,P5,Santa Fe,,Panama,,,,,,,,BIBC_746_C02,Darren Yeo,,,,
BIOD01899,BMNH,,1723262,,,MS333,,,,,,Eumolpinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,107214,,,BEATING,Adult,PA,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP04_D09,Darren Yeo,,,,
BIOD01900,BMNH,,1723717,,,MS788,,,,,,,Anthribidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,110015,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP09_B08,Darren Yeo,,,,
BIOD01901,BMNH,,1426432,,,SF_Staph75,,,,,,Staphylininae,Staphylinidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,subfamily,82886,,,FIT1,Adult,P1,Santa Fe,,Panama,,,,,,,,BIBC_750_A02,Darren Yeo,,,,
BIOD01902,BMNH,,1733150,,,MS2313,,,,,,,Ciidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,219428,,,FIT1,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP25_A07,Darren Yeo,,,,
BIOD01903,BMNH,,1723552,,,MS623,,,,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,,family,7065,,,BEATING,Adult,PC,Poring,Sabah,Malaysia,,,,,,,,BIBC_BIP07_D11,Darren Yeo,,,,
